"code";"pairCode";"name";"guid";"shortDescription";"manufacturer";"supplier";"itemType";"ean";"defaultCategory";"price";"priceRatio";"standardPrice";"purchasePrice";"currency"
"$0016";;"Ray-Ban Carbon Fibre";"7e358e41-d967-11e0-b04f-57a43310b768";"Sluneèní brıle Ray-Ban patøí do té nejvyšší kategorie a díky pouitım uhlíkovım vláknùm ve své konstrukci nabízejí pøedevším extrémní odolnost.";"Ray-Ban";;"product";;;"780,00";"1";;;"CZK"
"$0017";;"Oakley Holbrook";"06eaeee6-d968-11e0-b04f-57a43310b768";"Pokud máte rádi sluneèní brıle s lehce retro designem, nicménì se všemi moderními technologiemi pro maximální spokojenost, pravdìpodobnì jste našli ideální model.";"Oakley";;"product";;;"499,00";"1";"599,00";;"CZK"
"$0019";;"Nike Endorphin";"07b43540-d977-11e0-b04f-57a43310b768";"Trièko Nike vytvoøené pøedevším pro aktivní bìce. I kdy ho lze pochopitelnì vyuít i na bìné nošení, jeho vıhody oceníte právì pøi bìhu.";"Nike";;"product";;"Obleèení > Pro pány";"850,00";"1";"900,00";;"CZK"
"$0022";;"Nike Pro Compression";"5e462230-d979-11e0-b04f-57a43310b768";"<p>Pouze test, prosím neobjednávejte.</p>";"Nike";;"product";;"Obleèení > Pro dámy";"850,00";"1";"950,00";;"CZK"
"$0023";;"Nike Team Race";"96aacc31-d979-11e0-b04f-57a43310b768";"Bìecké dámské šortky v takzvaném muském provedení jsou ideální pro kadou enu, která se chce jak pøi tréninku, tak závodì cítit maximálnì dobøe.";"Nike";;"product";;"Obleèení > Pro dámy";"710,00";"1";;;"CZK"
"27/L";"2";"Fila 100 Year - varianty";"ba5c3ae1-d97b-11e0-b04f-57a43310b768";"Tato stylová bunda pøedstavená ke stému vıroèí spoleènosti je urèená jak k bìnému nošení, tak si jí oblíbily i sportovkynì, pøedevším tenistky.";"Fila";;"product";;"Obleèení > Pro dámy";"700,00";"1";"750,00";;"CZK"
"27/M";"2";"Fila 100 Year - varianty";"ba5c3ae1-d97b-11e0-b04f-57a43310b768";"Tato stylová bunda pøedstavená ke stému vıroèí spoleènosti je urèená jak k bìnému nošení, tak si jí oblíbily i sportovkynì, pøedevším tenistky.";"Fila";;"product";;"Obleèení > Pro dámy";"700,00";"1";"750,00";;"CZK"
"27/S";"2";"Fila 100 Year - varianty";"ba5c3ae1-d97b-11e0-b04f-57a43310b768";"Tato stylová bunda pøedstavená ke stému vıroèí spoleènosti je urèená jak k bìnému nošení, tak si jí oblíbily i sportovkynì, pøedevším tenistky.";"Fila";;"product";;"Obleèení > Pro dámy";"700,00";"1";"750,00";;"CZK"
"27/X";"2";"Fila 100 Year - varianty";"ba5c3ae1-d97b-11e0-b04f-57a43310b768";"Tato stylová bunda pøedstavená ke stému vıroèí spoleènosti je urèená jak k bìnému nošení, tak si jí oblíbily i sportovkynì, pøedevším tenistky.";"Fila";;"product";;"Obleèení > Pro dámy";"700,00";"1";"750,00";;"CZK"
"27/XL";"2";"Fila 100 Year - varianty";"ba5c3ae1-d97b-11e0-b04f-57a43310b768";"Tato stylová bunda pøedstavená ke stému vıroèí spoleènosti je urèená jak k bìnému nošení, tak si jí oblíbily i sportovkynì, pøedevším tenistky.";"Fila";;"product";;"Obleèení > Pro dámy";"700,00";"1";"750,00";;"CZK"
"27/XS";"2";"Fila 100 Year - varianty";"ba5c3ae1-d97b-11e0-b04f-57a43310b768";"Tato stylová bunda pøedstavená ke stému vıroèí spoleènosti je urèená jak k bìnému nošení, tak si jí oblíbily i sportovkynì, pøedevším tenistky.";"Fila";;"product";;"Obleèení > Pro dámy";"700,00";"1";"750,00";;"CZK"
"27/XXL";"2";"Fila 100 Year - varianty";"ba5c3ae1-d97b-11e0-b04f-57a43310b768";"Tato stylová bunda pøedstavená ke stému vıroèí spoleènosti je urèená jak k bìnému nošení, tak si jí oblíbily i sportovkynì, pøedevším tenistky.";"Fila";;"product";;"Obleèení > Pro dámy";"700,00";"1";"750,00";;"CZK"
"27/XXX";"2";"Fila 100 Year - varianty";"ba5c3ae1-d97b-11e0-b04f-57a43310b768";"Tato stylová bunda pøedstavená ke stému vıroèí spoleènosti je urèená jak k bìnému nošení, tak si jí oblíbily i sportovkynì, pøedevším tenistky.";"Fila";;"product";;"Obleèení > Pro dámy";"700,00";"1";"750,00";;"CZK"
"$0028";;"Nike Challenge Terry Loop";"2d8557bd-d97c-11e0-b04f-57a43310b768";"Tréninková bunda Nike, která je vzhledem ke svému elegantnímu designu vhodná i na bìné nošení, nicménì na zahøátí pøi tréninku byla pøímo vytvoøena.";"Nike";;"product";;"Obleèení > Pro dámy";"700,00";"1";;;"CZK"
"$0029";;"Columbia Ultimate Roc";"da332b86-d97c-11e0-b04f-57a43310b768";"Tyto kraasy znaèky Columbia vyuijete jak na bìné nošení, tak pøípadnì i do pøírody, na co je ostatnì tento vırobce specialistou.";"Columbia";;"product";;"Obleèení > Pro pány";"700,00";"1";;;"CZK"
"$0030";;"North Face Stinson";"766390c6-d97d-11e0-b04f-57a43310b768";"Pánská bunda North Face Stinson je vytvoøena s jedinım úèelem - nepropustit ani kapku vody. Pokud hledáte bundu do tìkıch podmínek, nemusíte hledat dál.";"North Face";;"product";;"Obleèení > Pro pány";"455,00";"1";"500,00";;"CZK"
"33/BEZ";"3";"North Face Macro Dome - SizeID";"210c4b2f-d9e6-11e0-92ec-e1ef0b66e031";"Klasická mikina od populární znaèky North Face nabízející pohodlí a maximální spolehlivost. Vhodná jak na bìné nošení, tak do pøírody.";"North Face";;"product";;"Obleèení";"400,00";"1";;;"CZK"
"33/BIL";"3";"North Face Macro Dome - SizeID";"210c4b2f-d9e6-11e0-92ec-e1ef0b66e031";"Klasická mikina od populární znaèky North Face nabízející pohodlí a maximální spolehlivost. Vhodná jak na bìné nošení, tak do pøírody.";"North Face";;"product";;"Obleèení";"400,00";"1";;;"CZK"
"33/CER";"3";"North Face Macro Dome - SizeID";"210c4b2f-d9e6-11e0-92ec-e1ef0b66e031";"Klasická mikina od populární znaèky North Face nabízející pohodlí a maximální spolehlivost. Vhodná jak na bìné nošení, tak do pøírody.";"North Face";;"product";;"Obleèení";"400,00";"1";;;"CZK"
"33/CER2";"3";"North Face Macro Dome - SizeID";"210c4b2f-d9e6-11e0-92ec-e1ef0b66e031";"Klasická mikina od populární znaèky North Face nabízející pohodlí a maximální spolehlivost. Vhodná jak na bìné nošení, tak do pøírody.";"North Face";;"product";;"Obleèení";"400,00";"1";;;"CZK"
"33/FIA";"3";"North Face Macro Dome - SizeID";"210c4b2f-d9e6-11e0-92ec-e1ef0b66e031";"Klasická mikina od populární znaèky North Face nabízející pohodlí a maximální spolehlivost. Vhodná jak na bìné nošení, tak do pøírody.";"North Face";;"product";;"Obleèení";"400,00";"1";;;"CZK"
"33/HNE";"3";"North Face Macro Dome - SizeID";"210c4b2f-d9e6-11e0-92ec-e1ef0b66e031";"Klasická mikina od populární znaèky North Face nabízející pohodlí a maximální spolehlivost. Vhodná jak na bìné nošení, tak do pøírody.";"North Face";;"product";;"Obleèení";"400,00";"1";;;"CZK"
"33/L";"3";"North Face Macro Dome - SizeID";"210c4b2f-d9e6-11e0-92ec-e1ef0b66e031";"Klasická mikina od populární znaèky North Face nabízející pohodlí a maximální spolehlivost. Vhodná jak na bìné nošení, tak do pøírody.";"North Face";;"product";;"Obleèení";"400,00";"1";;;"CZK"
"33/M";"3";"North Face Macro Dome - SizeID";"210c4b2f-d9e6-11e0-92ec-e1ef0b66e031";"Klasická mikina od populární znaèky North Face nabízející pohodlí a maximální spolehlivost. Vhodná jak na bìné nošení, tak do pøírody.";"North Face";;"product";;"Obleèení";"400,00";"1";;;"CZK"
"33/MOD";"3";"North Face Macro Dome - SizeID";"210c4b2f-d9e6-11e0-92ec-e1ef0b66e031";"Klasická mikina od populární znaèky North Face nabízející pohodlí a maximální spolehlivost. Vhodná jak na bìné nošení, tak do pøírody.";"North Face";;"product";;"Obleèení";"400,00";"1";;;"CZK"
"33/ORA";"3";"North Face Macro Dome - SizeID";"210c4b2f-d9e6-11e0-92ec-e1ef0b66e031";"Klasická mikina od populární znaèky North Face nabízející pohodlí a maximální spolehlivost. Vhodná jak na bìné nošení, tak do pøírody.";"North Face";;"product";;"Obleèení";"400,00";"1";;;"CZK"
"33/S";"3";"North Face Macro Dome - SizeID";"210c4b2f-d9e6-11e0-92ec-e1ef0b66e031";"Klasická mikina od populární znaèky North Face nabízející pohodlí a maximální spolehlivost. Vhodná jak na bìné nošení, tak do pøírody.";"North Face";;"product";;"Obleèení";"400,00";"1";;;"CZK"
"33/SED";"3";"North Face Macro Dome - SizeID";"210c4b2f-d9e6-11e0-92ec-e1ef0b66e031";"Klasická mikina od populární znaèky North Face nabízející pohodlí a maximální spolehlivost. Vhodná jak na bìné nošení, tak do pøírody.";"North Face";;"product";;"Obleèení";"400,00";"1";;;"CZK"
"33/X";"3";"North Face Macro Dome - SizeID";"210c4b2f-d9e6-11e0-92ec-e1ef0b66e031";"Klasická mikina od populární znaèky North Face nabízející pohodlí a maximální spolehlivost. Vhodná jak na bìné nošení, tak do pøírody.";"North Face";;"product";;"Obleèení";"400,00";"1";;;"CZK"
"33/XL";"3";"North Face Macro Dome - SizeID";"210c4b2f-d9e6-11e0-92ec-e1ef0b66e031";"Klasická mikina od populární znaèky North Face nabízející pohodlí a maximální spolehlivost. Vhodná jak na bìné nošení, tak do pøírody.";"North Face";;"product";;"Obleèení";"400,00";"1";;;"CZK"
"33/XS";"3";"North Face Macro Dome - SizeID";"210c4b2f-d9e6-11e0-92ec-e1ef0b66e031";"Klasická mikina od populární znaèky North Face nabízející pohodlí a maximální spolehlivost. Vhodná jak na bìné nošení, tak do pøírody.";"North Face";;"product";;"Obleèení";"400,00";"1";;;"CZK"
"33/XXL";"3";"North Face Macro Dome - SizeID";"210c4b2f-d9e6-11e0-92ec-e1ef0b66e031";"Klasická mikina od populární znaèky North Face nabízející pohodlí a maximální spolehlivost. Vhodná jak na bìné nošení, tak do pøírody.";"North Face";;"product";;"Obleèení";"400,00";"1";;;"CZK"
"33/XXX";"3";"North Face Macro Dome - SizeID";"210c4b2f-d9e6-11e0-92ec-e1ef0b66e031";"Klasická mikina od populární znaèky North Face nabízející pohodlí a maximální spolehlivost. Vhodná jak na bìné nošení, tak do pøírody.";"North Face";;"product";;"Obleèení";"400,00";"1";;;"CZK"
"33/ZEL";"3";"North Face Macro Dome - SizeID";"210c4b2f-d9e6-11e0-92ec-e1ef0b66e031";"Klasická mikina od populární znaèky North Face nabízející pohodlí a maximální spolehlivost. Vhodná jak na bìné nošení, tak do pøírody.";"North Face";;"product";;"Obleèení";"400,00";"1";;;"CZK"
"33/ZLU";"3";"North Face Macro Dome - SizeID";"210c4b2f-d9e6-11e0-92ec-e1ef0b66e031";"Klasická mikina od populární znaèky North Face nabízející pohodlí a maximální spolehlivost. Vhodná jak na bìné nošení, tak do pøírody.";"North Face";;"product";;"Obleèení";"400,00";"1";;;"CZK"
"$0034";;"Columbia Squish N’ Stuff";"0a486205-d9e7-11e0-92ec-e1ef0b66e031";"Mìkká a pomìrnì teplá bunda, která malım dívkám umoòuje nosit u sebe nespoèet vìcí a vypadat modernì. Maminky pak ocení stylovou kapsu na zádech.";"Columbia";;"product";"8594158371591";"Obleèení > Pro dìti";"500,00";"1";;;"CZK"
"$0035";;"Pelle 1978";"6874bbd5-d9e7-11e0-92ec-e1ef0b66e031";"Kvalitní bunda, její pomìrnì vıraznı design sice nezaujme kadého, nicménì své fanoušky má, a i proto jí najdete také v naší nabídce. Pro dìti proè ne.";"Pelle";;"product";;"Obleèení > Pro dìti";"850,00";"1";"900,00";;"CZK"
"50173822";;"vıkaèky ORBIT";"9bcff936-e34d-11e4-a237-ac162d8a2454";"<p>Bonbóny bez cukru spolehlivì odstraní nepøíjemnı pocit v ústech po jídle a pití a díky zvlnìnému povrchu bonbonu jemnì èistí jazyk a ústa.</p>";;;"product";"50173822";"Testování";"10,00";"1";;;"CZK"
"39";;"Kondomy Bez DPH";"e0c78ab8-e4d0-11e4-a237-ac162d8a2454";;;;"product";"5010232964877";"Testování > Drogerie";"121,00";"1";;"72,60";"CZK"
"81";;"Dual Spphire cigárka";"f683334a-e4d0-11e4-a237-ac162d8a2454";;;;"product";"4033100050886";"Pro radost";"81,00";"1";;;"CZK"
"45";;"Kinder Surprise";"c14103cc-ed6f-11e4-8dbd-ac162d8a2454";;;;"product";"40084107";"Pro radost";"25,00";"1";;;"CZK"
"CCS-1202CT";;"Osvìovaè vzduchu s vùní Vùnì moøe, Car Scents California Scents";"50758a34-fdba-11e5-9bd7-0cc47a6c92bc";"<p style=""text-align: justify;"">Osvìovaè vzduchu do auta s vùní moøe. Kvalitní vùnì do auta od Amerického vırobce California Scents. Vydrí vonìt dlouhé mìsíce. U této vùnì v plechovce nehrozí únik kapaliny do okolí, a to díky pevné konzistenci osvìovaèe. Kadá plechovka obsahuje tøi kusy lisovaného lnu, kterı je napuštìn parfémem.</p>";"California Scents";;"product";;;"119,00";"1";"119,00";"83,30";"CZK"
"58/38";"4";"Baleríny modré s puntíky";"d0190cd4-2d91-11e6-8a3b-0cc47a6c92bc";"<p>Dásmské baleríny Glam, ve stylovì modré barvì s bílımi puntíky. Buïte hvìzdou letošního léta.</p>";"Paul Green";;"product";;"Boty a apky";"948,00";"1";"200,00";;"CZK"
"58/39";"4";"Baleríny modré s puntíky";"d0190cd4-2d91-11e6-8a3b-0cc47a6c92bc";"<p>Dásmské baleríny Glam, ve stylovì modré barvì s bílımi puntíky. Buïte hvìzdou letošního léta.</p>";"Paul Green";;"product";;"Boty a apky";"948,00";"1";;;"CZK"
"58/40";"4";"Baleríny modré s puntíky";"d0190cd4-2d91-11e6-8a3b-0cc47a6c92bc";"<p>Dásmské baleríny Glam, ve stylovì modré barvì s bílımi puntíky. Buïte hvìzdou letošního léta.</p>";"Paul Green";;"product";;"Boty a apky";"948,00";"1";;;"CZK"
"58/41";"4";"Baleríny modré s puntíky";"d0190cd4-2d91-11e6-8a3b-0cc47a6c92bc";"<p>Dásmské baleríny Glam, ve stylovì modré barvì s bílımi puntíky. Buïte hvìzdou letošního léta.</p>";"Paul Green";;"product";;"Boty a apky";"948,00";"1";;;"CZK"
"58/42";"4";"Baleríny modré s puntíky";"d0190cd4-2d91-11e6-8a3b-0cc47a6c92bc";"<p>Dásmské baleríny Glam, ve stylovì modré barvì s bílımi puntíky. Buïte hvìzdou letošního léta.</p>";"Paul Green";;"product";;"Boty a apky";"948,00";"1";;;"CZK"
"115";;"Test";"97737892-f2b6-11e6-b761-0cc47a6c92bc";;;;"product";;;"0,00";"1";;;"CZK"
"124";;"testtest";"e3a01a88-fe8f-11e6-aad0-0cc47a6c92bc";;;;"product";;;"2222,00";"1";;;"CZK"
"138/XL";"5";"Více variant";"2e1d7947-18fa-11e7-ae76-0cc47a6c92bc";;;;"product";;;"66,00";"1";"99,00";"33,00";"CZK"
"138/XL2";"5";"Více variant";"2e1d7947-18fa-11e7-ae76-0cc47a6c92bc";;;;"product";;;"66,00";"1";"99,00";"33,00";"CZK"
"138/XL3";"5";"Více variant";"2e1d7947-18fa-11e7-ae76-0cc47a6c92bc";;;;"product";;;"66,00";"1";"99,00";"33,00";"CZK"
"138/XL4";"5";"Více variant";"2e1d7947-18fa-11e7-ae76-0cc47a6c92bc";;;;"product";;;"66,00";"1";"99,00";"33,00";"CZK"
"138/XXL";"5";"Více variant";"2e1d7947-18fa-11e7-ae76-0cc47a6c92bc";;;;"product";;;"66,00";"1";"99,00";"33,00";"CZK"
"138/XXL2";"5";"Více variant";"2e1d7947-18fa-11e7-ae76-0cc47a6c92bc";;;;"product";;;"66,00";"1";"99,00";"33,00";"CZK"
"138/XXL3";"5";"Více variant";"2e1d7947-18fa-11e7-ae76-0cc47a6c92bc";;;;"product";;;"66,00";"1";"99,00";"33,00";"CZK"
"138/XXL4";"5";"Více variant";"2e1d7947-18fa-11e7-ae76-0cc47a6c92bc";;;;"product";;;"66,00";"1";"99,00";"33,00";"CZK"
"144";;"Produkt";"26e2d2e2-1b83-11e7-ae76-0cc47a6c92bc";;;;"product";;;"0,00";"1";;;"CZK"
"437";;"3D Puzzle - Big Ben";"fb3ed3ef-4c41-11e7-819d-002590dc5efc";;;;"product";;"Do domácnosti > Do dìtského pokoje";"865,00";"1";;;"CZK"
"473";;"4 v 1 nabíjecí adaptér do auta";"fb683de6-4c41-11e7-819d-002590dc5efc";;;;"product";;"Do domácnosti > Do dílny";"133,00";"1";;;"CZK"
"13";;"Andie Pocket Satchel";"fb8c62fd-4c41-11e7-819d-002590dc5efc";"<p>Støednì velká kabelka s jednoduchım, ale pøesto ve všech smìrech propracovanım designem, která se musí líbit naprosto kadému.</p>";"Andie";;"product";;"Pro radost > Kabelky a tašky";"990,00";"1";;;"CZK"
"446";;"App Writer køíovkové pero";"fbc42a39-4c41-11e7-819d-002590dc5efc";;;;"product";;"Do domácnosti > Do pracovny";"274,00";"1";;;"CZK"
"DS53437473";;"Batmanùv hrnek";"fc1a4156-4c41-11e7-819d-002590dc5efc";;;;"product";;"Do domácnosti > Do kuchynì";"444,66";"1";;"100,00";"CZK"
"DS78998278";;"Blok s houbami";"fc8e4a2a-4c41-11e7-819d-002590dc5efc";"<p>Stylovı doplnìk, kterı nejenome zaujme svım elegantním vzhledem, ale i svojí praktièností pøi kadodenním pouívání.</p>";;;"product";;"Do domácnosti";"365,00";"1";;;"CZK"
"DS99473773";;"Blok s rybami";"fc9d1353-4c41-11e7-819d-002590dc5efc";"<p>Stylovı doplnìk, kterı nejenome zaujme svım elegantním vzhledem, ale i svojí praktièností pøi kadodenním pouívání.</p>";;;"product";;"Do domácnosti";"365,00";"1";;;"CZK"
"DS26027238";;"Box – klávesa Save";"fcb35076-4c41-11e7-819d-002590dc5efc";"<p>Stylovı doplnìk, kterı nejenome zaujme svım elegantním vzhledem, ale i svojí praktièností pøi kadodenním pouívání.</p>";;;"product";;"Do domácnosti";"211,00";"1";;;"CZK"
"DS37867464";;"Cestovní pytel s mapou svìta";"fd004837-4c41-11e7-819d-002590dc5efc";"<p>Stylovı doplnìk, kterı nejenome zaujme svım elegantním vzhledem, ale i svojí praktièností pøi kadodenním pouívání.</p>";;;"product";;"Do domácnosti";"216,00";"1";;;"CZK"
"DS47662672";;"Designové netopıøí kolíèky - 13ks";"fd424da5-4c41-11e7-819d-002590dc5efc";"<p>Stylovı doplnìk, kterı nejenome zaujme svım elegantním vzhledem, ale i svojí praktièností pøi kadodenním pouívání.</p>";;;"product";;"Do domácnosti";"273,00";"1";;;"CZK"
"428";;"Døevìnı labyrint";"fd58a788-4c41-11e7-819d-002590dc5efc";;;;"product";;"Do domácnosti > Do dìtského pokoje";"499,00";"1";;;"CZK"
"186/L";"6";"Fila Monica Vintage";"fde098a6-4c41-11e7-819d-002590dc5efc";"Triko pøedevším na tenis, které vzdává hold nejmladší vítìzce Roland Garros Monice Seles, nicménì lze ho pochopitlenì vyuít i na bìné nošení.";"Fila";;"product";;"Obleèení > Pro dámy";"790,00";"1";"1000,00";;"CZK"
"186/L2";"6";"Fila Monica Vintage";"fde098a6-4c41-11e7-819d-002590dc5efc";"Triko pøedevším na tenis, které vzdává hold nejmladší vítìzce Roland Garros Monice Seles, nicménì lze ho pochopitlenì vyuít i na bìné nošení.";"Fila";;"product";;"Obleèení > Pro dámy";"790,00";"1";"1000,00";;"CZK"
"186/L3";"6";"Fila Monica Vintage";"fde098a6-4c41-11e7-819d-002590dc5efc";"Triko pøedevším na tenis, které vzdává hold nejmladší vítìzce Roland Garros Monice Seles, nicménì lze ho pochopitlenì vyuít i na bìné nošení.";"Fila";;"product";;"Obleèení > Pro dámy";"790,00";"1";"1000,00";;"CZK"
"186/L4";"6";"Fila Monica Vintage";"fde098a6-4c41-11e7-819d-002590dc5efc";"Triko pøedevším na tenis, které vzdává hold nejmladší vítìzce Roland Garros Monice Seles, nicménì lze ho pochopitlenì vyuít i na bìné nošení.";"Fila";;"product";;"Obleèení > Pro dámy";"790,00";"1";"1000,00";;"CZK"
